country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","25-06-2025 22:00:00",17.72,83.3,NH3,3,3,3
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","25-06-2025 22:00:00",17.72,83.3,OZONE,8,35,16
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","25-06-2025 22:00:00",27.103358,93.679645,PM2.5,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","25-06-2025 22:00:00",26.071318,91.87488,NO2,3,16,8
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","25-06-2025 22:00:00",26.071318,91.87488,CO,32,70,53
India,Assam,Guwahati,"IITG, Guwahati - PCBA","25-06-2025 22:00:00",26.2028636,91.70046436,SO2,21,28,23
India,Assam,Guwahati,"IITG, Guwahati - PCBA","25-06-2025 22:00:00",26.2028636,91.70046436,OZONE,1,20,7
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","25-06-2025 22:00:00",26.10887,91.589544,PM2.5,15,283,58
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","25-06-2025 22:00:00",26.10887,91.589544,NH3,7,13,10
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","25-06-2025 22:00:00",26.10887,91.589544,SO2,8,14,11
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","25-06-2025 22:00:00",13.615387,79.409230,CO,8,15,12
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","25-06-2025 22:00:00",16.536107,80.594233,NO2,19,23,20
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","25-06-2025 22:00:00",16.536107,80.594233,NH3,4,6,4
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","25-06-2025 22:00:00",16.536107,80.594233,SO2,12,19,14
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","25-06-2025 22:00:00",16.509717,80.612222,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","25-06-2025 22:00:00",16.509717,80.612222,CO,62,72,68
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","25-06-2025 22:00:00",16.509717,80.612222,OZONE,26,37,30
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","25-06-2025 22:00:00",16.554731,80.649110,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","25-06-2025 22:00:00",16.554731,80.649110,NH3,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","25-06-2025 22:00:00",16.554731,80.649110,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","25-06-2025 22:00:00",16.554731,80.649110,CO,30,38,34
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","25-06-2025 22:00:00",26.987634,94.636574,PM10,18,36,22
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","25-06-2025 22:00:00",26.987634,94.636574,NO2,7,16,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","25-06-2025 22:00:00",26.146529,87.454184,PM2.5,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","25-06-2025 22:00:00",26.146529,87.454184,NH3,5,5,5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","25-06-2025 22:00:00",26.146529,87.454184,SO2,7,26,17
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","25-06-2025 22:00:00",25.5626095,84.663264,PM10,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","25-06-2025 22:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","25-06-2025 22:00:00",24.75746,84.366208,PM2.5,7,33,22
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","25-06-2025 22:00:00",24.75746,84.366208,SO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","25-06-2025 22:00:00",24.75746,84.366208,CO,4,52,17
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","25-06-2025 22:00:00",26.187500,91.744194,PM2.5,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","25-06-2025 22:00:00",26.187500,91.744194,CO,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","25-06-2025 22:00:00",26.181742,91.78063,NO2,3,3,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","25-06-2025 22:00:00",26.181742,91.78063,SO2,23,24,23
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","25-06-2025 22:00:00",26.349082,92.68449,NO2,1,2,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","25-06-2025 22:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","25-06-2025 22:00:00",26.446912,91.439057,NO2,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","25-06-2025 22:00:00",26.446912,91.439057,CO,32,54,39
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","25-06-2025 22:00:00",25.204762,85.514960,NO2,6,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","25-06-2025 22:00:00",25.567520,83.966379,NO2,9,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","25-06-2025 22:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","25-06-2025 22:00:00",24.7955,84.9994,OZONE,11,24,20
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","25-06-2025 22:00:00",24.792403,84.992416,OZONE,1,43,17
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","25-06-2025 22:00:00",16.5150833,80.5181667,SO2,10,14,12
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","25-06-2025 22:00:00",14.675886,77.593027,NO2,20,25,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","25-06-2025 22:00:00",25.265194,87.012947,NH3,1,7,6
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","25-06-2025 22:00:00",25.265194,87.012947,CO,28,107,46
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","25-06-2025 22:00:00",13.67,79.35,CO,2,122,62
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","25-06-2025 22:00:00",13.67,79.35,OZONE,4,20,17
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","25-06-2025 22:00:00",16.9872867,81.7363176,NO2,4,36,16
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","25-06-2025 22:00:00",25.42742023,86.13886079,SO2,18,24,21
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","25-06-2025 22:00:00",21.224231,81.408350,CO,10,14,12
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","25-06-2025 22:00:00",22.08815,82.13737,SO2,10,18,14
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","25-06-2025 22:00:00",22.08815,82.13737,CO,28,46,31
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","25-06-2025 22:00:00",22.118125,83.140608,PM10,19,48,30
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","25-06-2025 22:00:00",22.118125,83.140608,NH3,7,7,7
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","25-06-2025 22:00:00",22.118125,83.140608,SO2,1,16,10
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","25-06-2025 22:00:00",22.368195,82.746431,PM10,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","25-06-2025 22:00:00",22.368195,82.746431,OZONE,4,5,4
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","25-06-2025 22:00:00",22.348441,82.549611,NO2,45,49,47
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.1403345,85.3650192,SO2,4,8,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.1403345,85.3650192,CO,36,106,60
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.1209,85.3647,PM2.5,23,69,47
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.1209,85.3647,SO2,4,10,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","25-06-2025 22:00:00",25.586562,85.043586,SO2,8,11,10
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","25-06-2025 22:00:00",25.592539,85.227158,CO,40,75,59
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","25-06-2025 22:00:00",25.610369,85.132568,OZONE,42,44,43
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","25-06-2025 22:00:00",22.348441,82.549611,OZONE,35,36,35
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","25-06-2025 22:00:00",22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","25-06-2025 22:00:00",22.126650,83.483212,SO2,4,7,5
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","25-06-2025 22:00:00",22.1910172,83.5197009,PM2.5,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","25-06-2025 22:00:00",22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","25-06-2025 22:00:00",22.1910172,83.5197009,CO,6,30,8
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","25-06-2025 22:00:00",22.1910172,83.5197009,OZONE,5,52,47
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","25-06-2025 22:00:00",21.258815,81.578979,NH3,5,5,5
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","25-06-2025 22:00:00",26.2271665,84.3570427,NO2,4,6,5
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","25-06-2025 22:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","25-06-2025 22:00:00",26.2271665,84.3570427,CO,54,100,89
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","25-06-2025 22:00:00",30.735567,76.775714,PM10,13,109,42
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","25-06-2025 22:00:00",30.735567,76.775714,NH3,12,24,17
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","25-06-2025 22:00:00",30.735567,76.775714,OZONE,6,41,20
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","25-06-2025 22:00:00",30.751462,76.762879,PM10,14,43,25
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","25-06-2025 22:00:00",25.697189,85.245900,PM2.5,28,90,49
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","25-06-2025 22:00:00",25.697189,85.245900,SO2,8,10,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","25-06-2025 22:00:00",25.560083,87.553265,NO2,12,15,14
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","25-06-2025 22:00:00",26.0881305,87.93840336,NO2,9,10,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","25-06-2025 22:00:00",26.0881305,87.93840336,OZONE,15,20,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","25-06-2025 22:00:00",27.308328,84.531742,PM2.5,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","25-06-2025 22:00:00",25.03280,85.41948,PM10,17,93,50
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","25-06-2025 22:00:00",25.03280,85.41948,CO,19,32,28
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","25-06-2025 22:00:00",25.892357,86.590325,CO,15,66,33
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","25-06-2025 22:00:00",24.952822,84.002396,PM10,12,49,30
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","25-06-2025 22:00:00",24.952822,84.002396,CO,49,57,54
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","25-06-2025 22:00:00",24.952822,84.002396,OZONE,8,23,13
India,Bihar,Patna,"Muradpur, Patna - BSPCB","25-06-2025 22:00:00",25.619651,85.147382,NH3,1,21,4
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","25-06-2025 22:00:00",25.599486,85.113666,PM2.5,2,36,24
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","25-06-2025 22:00:00",25.599486,85.113666,PM10,27,54,38
India,Bihar,Patna,"Samanpura, Patna - BSPCB","25-06-2025 22:00:00",25.596727,85.085624,PM2.5,38,90,55
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","25-06-2025 22:00:00",25.366336,87.117468,SO2,11,17,15
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","25-06-2025 22:00:00",27.308328,84.531742,NO2,4,7,5
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","25-06-2025 22:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.11442,85.39813,PM10,32,175,47
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","25-06-2025 22:00:00",26.11442,85.39813,SO2,2,4,3
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","25-06-2025 22:00:00",21.194815,81.314770,CO,6,14,10
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","25-06-2025 22:00:00",21.185571,81.343175,PM2.5,8,37,17
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","25-06-2025 22:00:00",21.185571,81.343175,PM10,8,32,15
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","25-06-2025 22:00:00",21.185571,81.343175,NH3,3,3,3
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","25-06-2025 22:00:00",21.185571,81.343175,OZONE,8,15,11
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","25-06-2025 22:00:00",22.06631475,83.33820077,NO2,12,61,26
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","25-06-2025 22:00:00",22.06631475,83.33820077,CO,12,43,30
India,Delhi,Delhi,"Alipur, Delhi - DPCC","25-06-2025 22:00:00",28.815329,77.153010,NH3,12,17,14
India,Delhi,Delhi,"Alipur, Delhi - DPCC","25-06-2025 22:00:00",28.815329,77.153010,CO,26,54,36
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.647622,77.3158090,NO2,18,91,44
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.647622,77.3158090,CO,50,104,62
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.695381,77.181665,PM10,99,141,120
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.695381,77.181665,CO,20,70,27
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","25-06-2025 22:00:00",28.6811736,77.3025234,CO,17,112,47
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","25-06-2025 22:00:00",28.6811736,77.3025234,OZONE,12,70,28
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","25-06-2025 22:00:00",28.732820,77.170633,NH3,10,11,10
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","25-06-2025 22:00:00",28.588333,77.221667,PM2.5,41,142,89
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","25-06-2025 22:00:00",28.588333,77.221667,NO2,46,127,74
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","25-06-2025 22:00:00",28.4706914,77.1099364,CO,30,50,35
India,Delhi,Delhi,"Bawana, Delhi - DPCC","25-06-2025 22:00:00",28.776200,77.051074,SO2,5,6,5
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","25-06-2025 22:00:00",28.7256504,77.2011573,OZONE,13,26,19
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","25-06-2025 22:00:00",28.656756,77.227234,CO,45,68,56
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","25-06-2025 22:00:00",21.219665,81.630094,CO,8,52,24
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","25-06-2025 22:00:00",21.371751,81.664929,OZONE,4,8,6
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","25-06-2025 22:00:00",22.06631475,83.33820077,PM10,36,108,64
India,Delhi,Delhi,"Narela, Delhi - DPCC","25-06-2025 22:00:00",28.822836,77.101981,CO,90,105,97
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","25-06-2025 22:00:00",28.567890,77.250515,PM10,96,149,114
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","25-06-2025 22:00:00",28.567890,77.250515,NO2,21,60,36
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","25-06-2025 22:00:00",28.6573814,77.1585447,NO2,13,28,17
India,Delhi,Delhi,"Mundka, Delhi - DPCC","25-06-2025 22:00:00",28.684678,77.076574,NH3,1,1,1
India,Delhi,Delhi,"Mundka, Delhi - DPCC","25-06-2025 22:00:00",28.684678,77.076574,SO2,5,10,7
India,Delhi,Delhi,"Mundka, Delhi - DPCC","25-06-2025 22:00:00",28.684678,77.076574,OZONE,3,51,39
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","25-06-2025 22:00:00",28.60909,77.0325413,NH3,7,12,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","25-06-2025 22:00:00",28.5710274,77.0719006,PM10,89,146,117
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","25-06-2025 22:00:00",28.5710274,77.0719006,CO,38,104,79
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","25-06-2025 22:00:00",28.5710274,77.0719006,OZONE,16,104,70
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","25-06-2025 22:00:00",28.570173,76.933762,NH3,5,7,6
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","25-06-2025 22:00:00",28.570173,76.933762,SO2,25,30,27
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","25-06-2025 22:00:00",28.570173,76.933762,OZONE,14,53,39
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","25-06-2025 22:00:00",28.623763,77.287209,OZONE,4,80,43
India,Delhi,Delhi,"Pusa, Delhi - DPCC","25-06-2025 22:00:00",28.639652,77.146275,NO2,NA,NA,NA
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","25-06-2025 22:00:00",22.410802,73.097923,NO2,NA,NA,NA
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","25-06-2025 22:00:00",22.410802,73.097923,SO2,5,24,12
India,Gujarat,Surat,"Science Center, Surat - SMC","25-06-2025 22:00:00",21.170046,72.795405,SO2,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","25-06-2025 22:00:00",20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","25-06-2025 22:00:00",20.362421,72.918013,OZONE,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","25-06-2025 22:00:00",22.969611,72.643500,SO2,17,33,26
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","25-06-2025 22:00:00",28.422681,77.148944,PM2.5,31,137,79
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","25-06-2025 22:00:00",28.422681,77.148944,NO2,16,22,19
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","25-06-2025 22:00:00",28.6514781,77.1473105,PM10,82,114,101
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","25-06-2025 22:00:00",28.6514781,77.1473105,CO,22,80,43
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","25-06-2025 22:00:00",28.6514781,77.1473105,OZONE,10,40,21
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","25-06-2025 22:00:00",28.5504249,77.2159377,CO,29,76,44
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.710508,77.249485,PM2.5,85,370,221
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.710508,77.249485,NO2,11,54,25
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.710508,77.249485,OZONE,2,21,16
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","25-06-2025 22:00:00",28.672342,77.315260,PM10,85,180,125
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","25-06-2025 22:00:00",21.613267,73.010555,SO2,57,80,67
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","25-06-2025 22:00:00",21.613267,73.010555,CO,34,54,44
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","25-06-2025 22:00:00",21.613267,73.010555,OZONE,59,80,79
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","25-06-2025 22:00:00",23.163798,72.677768,NO2,21,58,34
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","25-06-2025 22:00:00",23.163798,72.677768,CO,11,68,37
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","25-06-2025 22:00:00",23.221714,72.654328,PM10,44,126,76
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","25-06-2025 22:00:00",23.221714,72.654328,SO2,11,13,12
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","25-06-2025 22:00:00",23.041137,72.456691,NH3,1,1,1
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","25-06-2025 22:00:00",23.023389,72.515201,NO2,22,68,34
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","25-06-2025 22:00:00",23.076793,72.627874,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","25-06-2025 22:00:00",23.076793,72.627874,NH3,1,2,1
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","25-06-2025 22:00:00",23.043070,72.562968,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","25-06-2025 22:00:00",23.043070,72.562968,SO2,10,21,15
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","25-06-2025 22:00:00",34.066206,74.819820,PM2.5,23,148,55
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","25-06-2025 22:00:00",23.80569,86.44268,NO2,68,79,69
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","25-06-2025 22:00:00",15.888653,74.541751,SO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","25-06-2025 22:00:00",15.888653,74.541751,CO,12,14,13
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","25-06-2025 22:00:00",28.699793,77.165453,PM2.5,92,332,189
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","25-06-2025 22:00:00",28.699793,77.165453,SO2,9,19,13
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","25-06-2025 22:00:00",23.107969,72.574648,NO2,3,82,57
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","25-06-2025 22:00:00",23.107969,72.574648,SO2,2,10,7
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","25-06-2025 22:00:00",22.977134,72.553024,PM10,9,114,44
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","25-06-2025 22:00:00",22.977134,72.553024,NO2,19,38,31
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","25-06-2025 22:00:00",22.977134,72.553024,SO2,9,17,13
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","25-06-2025 22:00:00",23.002657,72.591912,NO2,24,40,34
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","25-06-2025 22:00:00",23.016834,72.625775,SO2,6,7,7
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","25-06-2025 22:00:00",23.016834,72.625775,CO,42,84,67
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","25-06-2025 22:00:00",23.016834,72.625775,OZONE,2,11,6
India,Delhi,Delhi,"Rohini, Delhi - DPCC","25-06-2025 22:00:00",28.732528,77.119920,OZONE,1,12,9
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","25-06-2025 22:00:00",12.9135218,77.5950804,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","25-06-2025 22:00:00",12.9135218,77.5950804,CO,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","25-06-2025 22:00:00",12.951913,77.539784,PM10,19,75,34
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","25-06-2025 22:00:00",12.951913,77.539784,CO,2,12,5
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","25-06-2025 22:00:00",12.9756843,77.5660749,PM10,84,97,92
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","25-06-2025 22:00:00",12.9756843,77.5660749,NO2,44,51,48
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","25-06-2025 22:00:00",13.029152,77.585901,NO2,13,15,15
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","25-06-2025 22:00:00",12.938539,77.590100,NH3,1,2,1
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","25-06-2025 22:00:00",13.940000,75.555917,NH3,1,10,3
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","25-06-2025 22:00:00",13.940000,75.555917,CO,8,22,17
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","25-06-2025 22:00:00",13.377516,77.099072,PM2.5,6,276,32
