country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","25-06-2025 22:00:00",30.649961,76.331442,NO2,26,27,26
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","25-06-2025 22:00:00",30.649961,76.331442,NH3,7,7,7
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","25-06-2025 22:00:00",30.649961,76.331442,SO2,20,32,23
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","25-06-2025 22:00:00",30.649961,76.331442,OZONE,44,56,49
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","25-06-2025 22:00:00",26.470859,74.646594,PM10,15,108,59
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","25-06-2025 22:00:00",26.470859,74.646594,NO2,15,149,51
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","25-06-2025 22:00:00",31.620000,74.876512,CO,12,67,40
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","25-06-2025 22:00:00",30.233011,74.907758,PM2.5,20,59,41
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","25-06-2025 22:00:00",30.233011,74.907758,CO,6,111,64
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","25-06-2025 22:00:00",31.321907,75.578914,PM2.5,30,61,46
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","25-06-2025 22:00:00",31.321907,75.578914,NO2,28,37,34
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","25-06-2025 22:00:00",31.321907,75.578914,CO,38,48,39
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","25-06-2025 22:00:00","30.736056 ",76.209694,NH3,7,8,7
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","25-06-2025 22:00:00",22.265816,86.174829,NH3,1,2,2
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","25-06-2025 22:00:00",22.265816,86.174829,OZONE,7,14,10
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","25-06-2025 22:00:00",22.18972222,84.86277778,PM10,99,103,101
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","25-06-2025 22:00:00",22.18972222,84.86277778,NO2,14,15,15
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","25-06-2025 22:00:00",22.220833,84.809444,OZONE,1,59,8
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","25-06-2025 22:00:00",21.606865,85.510538,NO2,NA,NA,NA
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","25-06-2025 22:00:00",20.9360711,85.1707021,PM10,24,97,58
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","25-06-2025 22:00:00",20.9360711,85.1707021,OZONE,2,34,16
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","25-06-2025 22:00:00",11.9309,79.8027,SO2,8,15,11
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","25-06-2025 22:00:00",11.9309,79.8027,CO,12,28,19
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","25-06-2025 22:00:00",21.8004996,83.8396977,SO2,13,14,14
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","25-06-2025 22:00:00",21.8004996,83.8396977,OZONE,1,31,1
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","25-06-2025 22:00:00",20.94185,86.11510,NH3,NA,NA,NA
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","25-06-2025 22:00:00",20.94185,86.11510,SO2,2,31,6
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","25-06-2025 22:00:00","20.48891     ","85.84768     ",CO,6,41,16
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","25-06-2025 22:00:00",23.555190,74.440010,NH3,1,21,4
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","25-06-2025 22:00:00",23.555190,74.440010,OZONE,8,56,35
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","25-06-2025 22:00:00",25.106006,76.469948,PM2.5,2,43,22
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","25-06-2025 22:00:00",20.240790,85.836784,NO2,6,40,17
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","25-06-2025 22:00:00",26.215415,73.070156,PM2.5,16,44,30
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","25-06-2025 22:00:00",26.215415,73.070156,PM10,19,96,59
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","25-06-2025 22:00:00",26.215415,73.070156,NO2,3,9,5
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","25-06-2025 22:00:00",26.358805,73.047444,OZONE,2,39,32
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","25-06-2025 22:00:00",26.253384,72.976571,NH3,3,4,4
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","25-06-2025 22:00:00",26.253384,72.976571,SO2,1,4,2
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","25-06-2025 22:00:00",26.506177,77.025989,NO2,4,25,13
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","25-06-2025 22:00:00",26.506177,77.025989,NH3,1,7,2
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","25-06-2025 22:00:00",26.506177,77.025989,SO2,NA,NA,NA
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","25-06-2025 22:00:00",26.506177,77.025989,CO,1,37,21
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","25-06-2025 22:00:00",26.786682,75.827928,SO2,4,7,5
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-06-2025 22:00:00",26.960669,75.771817,NO2,17,51,35
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-06-2025 22:00:00",26.960669,75.771817,NH3,6,49,12
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-06-2025 22:00:00",26.960669,75.771817,SO2,1,6,4
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-06-2025 22:00:00",26.960669,75.771817,CO,16,50,21
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","25-06-2025 22:00:00",26.912329,70.909168,PM2.5,39,59,50
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","25-06-2025 22:00:00",25.344694,72.626208,NH3,3,8,4
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","25-06-2025 22:00:00",25.196024,75.855668,NH3,5,7,6
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","25-06-2025 22:00:00",25.196024,75.855668,CO,14,52,30
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","25-06-2025 22:00:00",25.196024,75.855668,OZONE,18,68,42
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","25-06-2025 22:00:00",27.213494,73.734444,CO,11,32,20
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","25-06-2025 22:00:00",27.213494,73.734444,OZONE,6,50,38
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","25-06-2025 22:00:00",25.771061," 73.340227",NO2,24,37,31
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","25-06-2025 22:00:00",25.771061," 73.340227",NH3,3,11,6
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","25-06-2025 22:00:00",29.610750,74.283608,SO2,1,4,3
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","25-06-2025 22:00:00",26.902909,75.836858,SO2,5,40,26
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","25-06-2025 22:00:00",26.902909,75.836858,OZONE,18,50,42
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","25-06-2025 22:00:00",26.843698,75.766894,OZONE,1,63,23
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","25-06-2025 22:00:00",26.9164092,75.7994901,SO2,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","25-06-2025 22:00:00",26.699557,77.898881,NH3,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","25-06-2025 22:00:00",26.699557,77.898881,SO2,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","25-06-2025 22:00:00",26.699557,77.898881,CO,NA,NA,NA
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","25-06-2025 22:00:00",23.837789,73.714926,OZONE,6,48,34
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","25-06-2025 22:00:00",29.610750,74.283608,NO2,8,28,17
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","25-06-2025 22:00:00",25.339605,74.618883,PM2.5,12,500,71
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","25-06-2025 22:00:00",28.194909,76.862296,PM2.5,43,226,97
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","25-06-2025 22:00:00",28.194909,76.862296,NH3,7,12,9
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","25-06-2025 22:00:00",28.207266,76.829265,NH3,5,22,10
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","25-06-2025 22:00:00",24.588397,76.172782,NH3,5,13,9
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","25-06-2025 22:00:00",26.295810,73.082283,NH3,2,3,2
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","25-06-2025 22:00:00",26.295810,73.082283,OZONE,9,45,27
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","25-06-2025 22:00:00",25.435774,75.644272,SO2,4,7,5
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","25-06-2025 22:00:00",28.296139,74.961696,PM10,18,195,70
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","25-06-2025 22:00:00",26.895552,76.334753,PM2.5,7,232,50
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","25-06-2025 22:00:00",26.895552,76.334753,NH3,4,28,11
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","25-06-2025 22:00:00",11.6829898,79.7532099,NH3,5,5,5
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","25-06-2025 22:00:00",11.7637683,79.7499835,NO2,NA,NA,NA
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","25-06-2025 22:00:00",10.358535,77.984321,PM10,20,99,43
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","25-06-2025 22:00:00",13.4127,80.1081,PM2.5,55,312,134
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","25-06-2025 22:00:00",12.746998,77.813811,PM2.5,NA,NA,NA
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","25-06-2025 22:00:00",12.746998,77.813811,OZONE,1,11,5
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-06-2025 22:00:00",12.864618,79.659968,PM10,10,87,35
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-06-2025 22:00:00",12.864618,79.659968,NH3,1,1,1
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","25-06-2025 22:00:00",24.885261,72.857549,OZONE,7,23,18
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","25-06-2025 22:00:00",29.931624,73.864511,NH3,4,8,5
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","25-06-2025 22:00:00",26.159933,75.780517,PM2.5,8,52,24
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","25-06-2025 22:00:00",26.159933,75.780517,PM10,22,114,53
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","25-06-2025 22:00:00",27.338530,88.614099,SO2,NA,NA,NA
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","25-06-2025 22:00:00",11.06825,79.07033,PM10,16,81,38
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","25-06-2025 22:00:00",10.423417,78.784889,PM10,17,239,43
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","25-06-2025 22:00:00",10.423417,78.784889,NO2,11,18,13
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","25-06-2025 22:00:00",10.423417,78.784889,NH3,2,3,2
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","25-06-2025 22:00:00",9.36399,78.831977,PM2.5,18,40,28
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","25-06-2025 22:00:00",12.952707,79.30394,SO2,16,21,17
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","25-06-2025 22:00:00",12.952707,79.30394,OZONE,1,2,1
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","25-06-2025 22:00:00",11.679111,78.125052,PM2.5,18,47,33
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","25-06-2025 22:00:00",24.041198,74.780702,NH3,4,5,4
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","25-06-2025 22:00:00",24.041198,74.780702,CO,6,22,17
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","25-06-2025 22:00:00",26.031443,76.359327,PM10,4,69,33
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","25-06-2025 22:00:00",26.031443,76.359327,SO2,5,7,6
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","25-06-2025 22:00:00",27.608912,75.153302,PM10,31,61,44
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","25-06-2025 22:00:00",24.885261,72.857549,NH3,2,7,3
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","25-06-2025 22:00:00",11.679111,78.125052,SO2,47,83,53
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","25-06-2025 22:00:00",10.7654824,79.1389968,NH3,1,1,1
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","25-06-2025 22:00:00",10.7654824,79.1389968,SO2,16,17,16
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","25-06-2025 22:00:00","8.816428 ",78.099039,PM10,19,74,53
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","25-06-2025 22:00:00",10.830158,78.691849,OZONE,18,54,47
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-06-2025 22:00:00",12.864618,79.659968,OZONE,1,28,17
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","25-06-2025 22:00:00",9.865935,78.022669,NO2,17,18,17
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","25-06-2025 22:00:00",9.865935,78.022669,NH3,3,3,3
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","25-06-2025 22:00:00",10.798548,79.838212,PM10,NA,NA,NA
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","25-06-2025 22:00:00",11.4068288,76.7138973,SO2,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","25-06-2025 22:00:00",11.0973603,77.3228673,CO,10,15,13
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","25-06-2025 22:00:00",12.909494,79.131861,OZONE,4,42,17
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","25-06-2025 22:00:00",17.540891,78.358528,PM2.5,5,32,17
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","25-06-2025 22:00:00",17.540891,78.358528,NO2,21,59,39
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","25-06-2025 22:00:00",12.8777316,80.0834807,PM10,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","25-06-2025 22:00:00",12.9099161,80.1076538,NO2,20,28,23
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","25-06-2025 22:00:00",13.1662,80.2584,PM10,28,69,49
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","25-06-2025 22:00:00",12.9533,80.2357,PM2.5,20,77,43
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","25-06-2025 22:00:00",28.38910936,79.42963708,CO,20,29,27
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","25-06-2025 22:00:00",28.406963,77.849831,SO2,3,13,7
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","25-06-2025 22:00:00",27.168897,78.376960,PM10,30,49,38
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","25-06-2025 22:00:00",27.168897,78.376960,CO,14,23,19
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","25-06-2025 22:00:00",27.168897,78.376960,OZONE,13,24,21
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","25-06-2025 22:00:00",27.1594,78.3953,PM10,22,53,37
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","25-06-2025 22:00:00",27.1594,78.3953,NH3,1,2,2
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-06-2025 22:00:00",27.19412,77.96237,PM2.5,31,101,64
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-06-2025 22:00:00",27.19412,77.96237,PM10,59,120,100
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-06-2025 22:00:00",27.19412,77.96237,CO,21,32,25
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-06-2025 22:00:00",27.19412,77.96237,OZONE,1,111,84
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","25-06-2025 22:00:00",27.19862,77.92066,PM10,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","25-06-2025 22:00:00",28.359581,79.414455,NO2,2,4,2
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","25-06-2025 22:00:00",23.8175497,91.2726974,CO,1,7,2
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","25-06-2025 22:00:00",27.23711,78.01936,PM2.5,12,40,28
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","25-06-2025 22:00:00",27.106972,78.000111,NH3,2,3,3
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","25-06-2025 22:00:00",27.106972,78.000111,CO,16,29,25
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","25-06-2025 22:00:00",27.19865833,78.00598056,PM10,12,77,44
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","25-06-2025 22:00:00",17.460103,78.334361,PM10,26,52,38
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","25-06-2025 22:00:00",17.470431,78.566959,PM2.5,47,77,60
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","25-06-2025 22:00:00",17.470431,78.566959,SO2,1,43,17
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","25-06-2025 22:00:00",17.518400,78.278777,NH3,1,13,1
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","25-06-2025 22:00:00",17.518400,78.278777,OZONE,13,31,26
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","25-06-2025 22:00:00",26.730136,83.433859,PM10,2,96,33
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-06-2025 22:00:00",28.47272,77.482000,NO2,12,71,30
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-06-2025 22:00:00",28.47272,77.482000,NH3,4,25,11
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-06-2025 22:00:00",28.47272,77.482000,OZONE,8,48,22
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","25-06-2025 22:00:00",17.544899,78.486949,SO2,9,11,10
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","25-06-2025 22:00:00",17.544899,78.486949,OZONE,20,42,27
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","25-06-2025 22:00:00",17.429398,78.569354,PM10,91,111,98
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","25-06-2025 22:00:00",17.528544,78.286195,PM2.5,42,55,51
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","25-06-2025 22:00:00",28.685382,77.453839,NO2,27,62,36
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","25-06-2025 22:00:00",28.6603346,77.3572563,PM10,76,163,111
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","25-06-2025 22:00:00",28.6603346,77.3572563,OZONE,4,41,30
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","25-06-2025 22:00:00",17.393559,78.339194,SO2,NA,NA,NA
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","25-06-2025 22:00:00",17.544899,78.486949,PM2.5,47,62,53
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","25-06-2025 22:00:00",17.4559458,78.4332152,NO2,24,30,27
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","25-06-2025 22:00:00",17.4559458,78.4332152,OZONE,12,16,13
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","25-06-2025 22:00:00",28.999264,77.7590354,CO,25,38,32
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","25-06-2025 22:00:00",28.999264,77.7590354,OZONE,12,82,58
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","25-06-2025 22:00:00",28.9535882,77.7622941,OZONE,6,67,37
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","25-06-2025 22:00:00",29.063510,77.709723,PM2.5,5,78,57
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","25-06-2025 22:00:00",29.063510,77.709723,CO,20,53,41
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","25-06-2025 22:00:00",29.063510,77.709723,OZONE,3,27,14
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","25-06-2025 22:00:00",28.83526,78.74460,PM10,17,53,33
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","25-06-2025 22:00:00",28.83526,78.74460,NO2,23,23,23
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","25-06-2025 22:00:00",28.83526,78.74460,CO,34,40,38
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","25-06-2025 22:00:00",28.840739,78.697531,PM2.5,15,62,32
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","25-06-2025 22:00:00",28.88528,78.73880,NO2,11,16,15
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","25-06-2025 22:00:00",28.88528,78.73880,NH3,3,4,4
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","25-06-2025 22:00:00",28.856664,78.772638,PM2.5,14,32,25
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","25-06-2025 22:00:00",28.856664,78.772638,NH3,6,10,6
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","25-06-2025 22:00:00",28.856664,78.772638,CO,40,42,41
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","25-06-2025 22:00:00",28.849399,78.742362,SO2,38,55,46
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","25-06-2025 22:00:00",28.849399,78.742362,OZONE,19,61,41
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","25-06-2025 22:00:00",29.4723508,77.7194031,PM10,14,145,73
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","25-06-2025 22:00:00",29.4723508,77.7194031,CO,46,100,75
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","25-06-2025 22:00:00",28.5447608,77.3231257,SO2,8,13,10
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","25-06-2025 22:00:00",28.6245479,77.3577104,PM10,60,148,96
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","25-06-2025 22:00:00",28.5898,77.3101,NO2,NA,NA,NA
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","25-06-2025 22:00:00",28.2348927,77.8683002,PM10,56,345,144
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","25-06-2025 22:00:00",28.2348927,77.8683002,SO2,14,16,15
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","25-06-2025 22:00:00",28.2348927,77.8683002,OZONE,6,22,12
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","25-06-2025 22:00:00",26.766433,80.927299,PM10,38,92,71
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","25-06-2025 22:00:00",26.868120,81.005119,NO2,9,11,10
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","25-06-2025 22:00:00",25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","25-06-2025 22:00:00",25.494,81.863,SO2,29,43,35
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","25-06-2025 22:00:00",25.494,81.863,OZONE,4,28,23
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","25-06-2025 22:00:00","25.44919916 ","81.82735986 ",NH3,2,14,5
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","25-06-2025 22:00:00",25.4547,78.6039,CO,6,23,14
